z_i [m], std U cross-stream at height z_i [m/s]
10.954969217801056,6.7830932382347155,
33.39658485069827,7.331316830583936,
56.93085111020986,7.775029543989294,
81.61641308219876,8.27874232166842,
107.51229259860347,8.707868268207326,
134.678461468063,9.002467691409974,
163.17672461928464,9.172053287431238,
193.07143103857015,9.279497465357071,
224.43138875759206,9.367850742928859,
257.32936948909213,9.433932039612818,
291.8411271807171,9.488788619871531,
328.0455602915394,9.52032967025307,
