f_i [Hz], Energy spectrum for w' at f_i [m2/s]
0.00166687245697597,176.13382550182817,
0.00333374491395194,221.35528570828524,
0.0050006173709279105,206.8228502159664,
0.00666748982790388,212.07966688179314,
0.00833436228487985,208.88014642004177,
0.010001234741855821,192.28055837457254,
0.01166810719883179,178.35239896495798,
0.01333497965580776,168.78474848996743,
0.015001852112783732,154.54518274139335,
0.0166687245697597,164.60661726201698,
0.01833559702673567,164.03161646241452,
0.020002469483711642,138.55207555918383,
0.021669341940687613,133.75965457720153,
0.02333621439766358,153.10147442383482,
0.02500308685463955,142.62658748444628,
0.02666995931161552,129.65082183936937,
0.028336831768591492,114.60421079022709,
0.030003704225567463,107.18526114827773,
0.03167057668254343,105.07066068733675,
0.0333374491395194,107.51114342249922,
0.03500432159649537,105.44697374990913,
0.03667119405347134,100.75147719258682,
0.03833806651044731,100.19897039822025,
0.040004938967423284,102.29052783099787,
0.041671811424399255,103.28966098526203,
0.043338683881375226,98.02099585409873,
0.04500555633835119,102.94830485711552,
0.04667242879532716,91.50372077968748,
0.04833930125230313,79.02244217730133,
0.0500061737092791,79.80224499175631,
0.05167304616625507,86.09808258227665,
0.05333991862323104,81.60794651974378,
0.055006791080207014,72.98726969845022,
0.056673663537182985,73.19159890138953,
0.058340535994158955,72.7276665976101,
0.060007408451134926,69.36988867089283,
0.0616742809081109,70.28797435858625,
0.06334115336508686,62.29310095526751,
0.06500802582206283,63.3100623369873,
0.0666748982790388,65.53628018805416,
0.06834177073601477,62.65800335624482,
0.07000864319299074,62.31890423940283,
0.07167551564996671,56.55419147176072,
0.07334238810694269,53.78013565742776,
0.07500926056391866,60.33492568271563,
0.07667613302089463,57.01594956049079,
0.0783430054778706,53.874091996590266,
0.08000987793484657,53.24937197239755,
0.08167675039182254,49.795606252802486,
0.08334362284879851,45.51104482332994,
0.08501049530577448,49.05746404581181,
0.08667736776275045,47.165611586449934,
0.08834424021972642,52.934721945971816,
0.09001111267670238,52.25107636642429,
0.09167798513367835,46.93989739781017,
0.09334485759065432,44.69364420106829,
0.09501173004763029,43.715883932562896,
0.09667860250460626,43.90458274463925,
0.09834547496158223,45.4367578426904,
0.1000123474185582,41.04723321530074,
0.10167921987553417,41.40896497389125,
0.10334609233251014,37.703095810177764,
0.10501296478948612,37.19468379144564,
0.10667983724646209,40.14370982557762,
0.10834670970343806,36.49227583743076,
0.11001358216041403,34.78522499313192,
0.11168045461739,37.41808701131633,
0.11334732707436597,37.89981854741655,
0.11501419953134194,35.40972242956371,
0.11668107198831791,32.85149998786572,
0.11834794444529388,32.62876699570227,
0.12001481690226985,35.13302201381738,
0.12168168935924582,37.3904944968702,
0.1233485618162218,35.2280279749121,
0.12501543427319775,30.19052393058726,
0.12668230673017372,33.50419005301926,
0.1283491791871497,30.50207990587852,
0.13001605164412566,28.454622164419316,
0.13168292410110163,27.49850805165762,
0.1333497965580776,27.160726571696795,
0.13501666901505358,28.448820826761743,
0.13668354147202955,26.51642455088049,
0.13835041392900552,26.987365778858596,
0.1400172863859815,30.08912709911672,
0.14168415884295746,28.541771963744054,
0.14335103129993343,27.86861298988839,
0.1450179037569094,25.777352417926316,
0.14668477621388537,25.472641842231905,
0.14835164867086134,28.086272987591546,
0.1500185211278373,24.032117402814805,
0.15168539358481328,23.04856540720107,
0.15335226604178925,24.072626957491057,
0.15501913849876522,23.09744492500969,
0.1566860109557412,22.800837112469686,
0.15835288341271717,20.512216033681984,
0.16001975586969314,19.307602400409685,
0.1616866283266691,19.73383890874151,
0.16335350078364508,20.458061341997567,
0.16502037324062105,19.86139261919033,
0.16668724569759702,19.78152465899544,
0.168354118154573,19.335711276563835,
0.17002099061154896,18.220413089832668,
0.17168786306852493,17.06496423942989,
0.1733547355255009,17.594445294702716,
0.17502160798247687,17.427456670608247,
0.17668848043945284,17.291986623381185,
0.1783553528964288,17.3625600468743,
0.18002222535340476,17.85594862239145,
0.18168909781038073,16.95093349070162,
0.1833559702673567,16.369648287636767,
0.18502284272433267,15.847403904050426,
0.18668971518130864,15.400329164927117,
0.1883565876382846,15.893467624681637,
0.19002346009526058,15.129734142108422,
0.19169033255223655,14.938728663646302,
0.19335720500921252,15.751331946203303,
0.1950240774661885,15.980814815901683,
0.19669094992316447,14.398447388771462,
0.19835782238014044,14.24635853168562,
0.2000246948371164,14.261393391593398,
0.20169156729409238,13.346850565485957,
0.20335843975106835,12.681029121187157,
0.20502531220804432,11.345118497292777,
0.2066921846650203,12.811971425093107,
0.20835905712199626,12.220832075206166,
0.21002592957897223,11.973936026925603,
0.2116928020359482,11.561522707252319,
0.21335967449292417,10.32329684403903,
0.21502654694990014,10.758653364634428,
0.21669341940687611,11.03309427413204,
0.21836029186385209,10.345737349604137,
0.22002716432082806,9.76894332428157,
0.22169403677780403,10.291154690388966,
0.22336090923478,10.714895596580794,
0.22502778169175597,9.277145078938915,
0.22669465414873194,8.78923545096787,
0.2283615266057079,8.240843929365699,
0.23002839906268388,8.26215763523419,
0.23169527151965985,8.4065087701175,
0.23336214397663582,8.514244013599695,
0.2350290164336118,9.132541937961738,
0.23669588889058776,9.193858389082223,
0.23836276134756373,7.543842715041197,
0.2400296338045397,7.703101921839205,
0.24169650626151568,7.9657286599936326,
0.24336337871849165,8.18382755623178,
0.24503025117546762,8.870412650029133,
0.2466971236324436,7.482854167061171,
0.24836399608941956,6.7157934010451745,
0.2500308685463955,7.143587012767012,
0.2516977410033715,6.99021320502406,
0.25336461346034744,6.970226081180114,
0.25503148591732344,6.446917158841404,
0.2566983583742994,6.060515813790674,
0.2583652308312754,6.096728185113058,
0.2600321032882513,6.237219488792001,
0.2616989757452273,6.52231116946239,
0.26336584820220327,6.29877453371886,
0.26503272065917927,5.762211337662117,
0.2666995931161552,5.854669647468221,
0.2683664655731312,5.6549615107444255,
0.27003333803010715,5.516434358816982,
0.27170021048708315,5.172452706291273,
0.2733670829440591,5.18868172050701,
0.2750339554010351,4.955936650640781,
0.27670082785801103,4.568426807616813,
0.27836770031498703,4.629763305781857,
0.280034572771963,4.49438725011095,
0.281701445228939,4.506591490565579,
0.2833683176859149,4.97660823942631,
0.28503519014289086,4.895648653631836,
0.28670206259986686,4.611885929467658,
0.2883689350568428,4.271668383511448,
0.2900358075138188,4.240592807260286,
0.29170267997079474,4.398067853505246,
0.29336955242777074,4.101390599764803,
0.2950364248847467,4.08526218935908,
0.2967032973417227,4.029150112291622,
0.2983701697986986,4.0498941729827775,
0.3000370422556746,3.7386886568758864,
0.30170391471265057,3.4796933072638865,
0.30337078716962657,3.468642933886831,
0.3050376596266025,3.5403095243913367,
0.3067045320835785,3.4209639938189853,
0.30837140454055445,3.3330928531064963,
0.31003827699753045,3.250024114492579,
0.3117051494545064,3.4108302104039034,
0.3133720219114824,3.0469796581302435,
0.31503889436845833,2.7836373187138244,
0.31670576682543433,2.88221055749113,
0.3183726392824103,2.945823807257743,
