f_i [Hz], Energy spectrum for w'U_strmws' at f_i [m4/s3]
0.00166687245697597,18155.737405022537,
0.00333374491395194,20080.694780503243,
0.0050006173709279105,18667.465912117583,
0.00666748982790388,19292.158972560486,
0.00833436228487985,16861.48310022115,
0.010001234741855821,15435.450775507206,
0.01166810719883179,16680.005699252015,
0.01333497965580776,15117.790473787909,
0.015001852112783732,15406.16286730948,
0.0166687245697597,14257.110566887071,
0.01833559702673567,12843.385397960365,
0.020002469483711642,13517.378231723425,
0.021669341940687613,15798.614042753568,
0.02333621439766358,16835.485864731654,
0.02500308685463955,15039.272132914351,
0.02666995931161552,13906.813977932248,
0.028336831768591492,15876.348895727093,
0.030003704225567463,15241.572132661391,
0.03167057668254343,14075.920707613614,
0.0333374491395194,15534.902673901803,
0.03500432159649537,16086.892409446644,
0.03667119405347134,14463.504379389076,
0.03833806651044731,13738.37485675854,
0.040004938967423284,12463.179248932274,
0.041671811424399255,11610.558280896026,
0.043338683881375226,12126.358995575225,
0.04500555633835119,11773.585530048493,
0.04667242879532716,12711.153152543655,
0.04833930125230313,13247.922822958179,
0.0500061737092791,11041.295705991406,
0.05167304616625507,10798.847360339036,
0.05333991862323104,10278.337627974235,
0.055006791080207014,9266.882999993639,
0.056673663537182985,9276.990218760713,
0.058340535994158955,8895.408886852767,
0.060007408451134926,9190.123516341353,
0.0616742809081109,8749.320234444162,
0.06334115336508686,8594.294875060152,
0.06500802582206283,8521.024825225673,
0.0666748982790388,8768.762624488296,
0.06834177073601477,9128.122170256152,
0.07000864319299074,8555.867512376333,
0.07167551564996671,7997.064239191067,
0.07334238810694269,7747.36029106855,
0.07500926056391866,8979.818397050085,
0.07667613302089463,9761.20540583938,
0.0783430054778706,7615.298953407228,
0.08000987793484657,6772.72165775278,
0.08167675039182254,6883.114916240712,
0.08334362284879851,6809.194575307077,
0.08501049530577448,6875.767886402397,
0.08667736776275045,6779.31668113442,
0.08834424021972642,6957.059850696833,
0.09001111267670238,6360.550821435404,
0.09167798513367835,6366.533091720899,
0.09334485759065432,6299.514519468864,
0.09501173004763029,6643.135904293199,
0.09667860250460626,6401.487872162912,
0.09834547496158223,5851.07859284889,
0.1000123474185582,5426.924289541732,
0.10167921987553417,5176.514875985901,
0.10334609233251014,5255.495461452901,
0.10501296478948612,5684.107825723377,
0.10667983724646209,5425.029321139621,
0.10834670970343806,4847.627210192381,
0.11001358216041403,4661.219920606468,
0.11168045461739,4480.900978365492,
0.11334732707436597,5033.777589966489,
0.11501419953134194,4583.280129145323,
0.11668107198831791,4353.780335873994,
0.11834794444529388,4740.618170832431,
0.12001481690226985,4454.30420133651,
0.12168168935924582,4210.42758880356,
0.1233485618162218,3806.529671004614,
0.12501543427319775,4049.9835962618004,
0.12668230673017372,4032.5737452406693,
0.1283491791871497,3791.607318502692,
0.13001605164412566,3704.9874864025232,
0.13168292410110163,3546.2337207415244,
0.1333497965580776,3422.673743921536,
0.13501666901505358,3597.5581735809687,
0.13668354147202955,3733.685587134866,
0.13835041392900552,3689.2543682991313,
0.1400172863859815,3732.6456706836934,
0.14168415884295746,4038.9676075984376,
0.14335103129993343,3659.8412724972573,
0.1450179037569094,3626.6468738833205,
0.14668477621388537,3329.213480029963,
0.14835164867086134,3102.2289307123647,
0.1500185211278373,3048.5122974700616,
0.15168539358481328,3031.375605705162,
0.15335226604178925,2978.910765449462,
0.15501913849876522,2845.9493535030133,
0.1566860109557412,2939.114511744102,
0.15835288341271717,2889.654659357172,
