f_i [Hz], Energy spectrum for U_strmws' at f_i [m2/s]
0.00166687245697597,1783.3009477602445,
0.00333374491395194,1862.1944455068026,
0.0050006173709279105,1729.73813871636,
0.00666748982790388,1801.4568909055677,
0.00833436228487985,1933.1535023816637,
0.010001234741855821,1829.2349572827425,
0.01166810719883179,1396.6394999573856,
0.01333497965580776,1400.8318104366713,
0.015001852112783732,1281.6283268299728,
0.0166687245697597,1176.7486825468654,
0.01833559702673567,1122.3739387519438,
0.020002469483711642,975.8804739016815,
0.021669341940687613,839.1035150500176,
0.02333621439766358,851.4133444265672,
0.02500308685463955,819.5206072844776,
0.02666995931161552,688.1347260202277,
0.028336831768591492,603.6778204576652,
0.030003704225567463,672.2864516509924,
0.03167057668254343,573.4056891249428,
0.0333374491395194,542.8411374479375,
0.03500432159649537,492.96876202401563,
0.03667119405347134,514.7388991966383,
0.03833806651044731,487.04255686980866,
0.040004938967423284,441.52730204054643,
0.041671811424399255,430.5605468982939,
0.043338683881375226,430.0835687973486,
0.04500555633835119,399.20980138866577,
0.04667242879532716,358.9649638769444,
0.04833930125230313,339.91755357915406,
0.0500061737092791,331.74804090438755,
0.05167304616625507,341.9237137746913,
0.05333991862323104,317.5244436104511,
0.055006791080207014,299.20275365351034,
0.056673663537182985,309.6166654629652,
0.058340535994158955,284.87600110090636,
0.060007408451134926,254.34842370920498,
0.0616742809081109,237.63776172905904,
0.06334115336508686,227.19236225586718,
0.06500802582206283,218.69200400942813,
0.0666748982790388,239.52279992847193,
0.06834177073601477,247.60694405059806,
0.07000864319299074,224.70313114354605,
0.07167551564996671,201.35652440585977,
0.07334238810694269,199.4157100061675,
0.07500926056391866,207.6290289288551,
0.07667613302089463,179.1099850811715,
0.0783430054778706,176.28467359109442,
0.08000987793484657,181.3598812834848,
0.08167675039182254,171.32111371906467,
0.08334362284879851,156.1056440279805,
0.08501049530577448,149.47763259843487,
0.08667736776275045,144.63193300088355,
0.08834424021972642,146.08834899699167,
0.09001111267670238,156.46574573599213,
0.09167798513367835,142.88524706692348,
0.09334485759065432,123.57691849490274,
0.09501173004763029,136.17579695870407,
0.09667860250460626,126.44226966387286,
0.09834547496158223,119.07307857614333,
0.1000123474185582,114.35492466751721,
0.10167921987553417,109.67785287704395,
0.10334609233251014,110.43031478262569,
0.10501296478948612,99.47273141960613,
0.10667983724646209,100.51861954700777,
0.10834670970343806,103.0459821599254,
0.11001358216041403,96.76275903887394,
0.11168045461739,98.03743260424913,
0.11334732707436597,102.46689323323513,
0.11501419953134194,87.72425953641037,
0.11668107198831791,77.82174500591611,
0.11834794444529388,79.66138422675776,
0.12001481690226985,77.86722315606076,
0.12168168935924582,77.99758028911265,
0.1233485618162218,74.9279131815582,
0.12501543427319775,69.39321777354061,
0.12668230673017372,68.42164695645577,
0.1283491791871497,62.21498036810282,
0.13001605164412566,62.98375441767534,
0.13168292410110163,66.24604080863193,
0.1333497965580776,61.4568738036196,
0.13501666901505358,60.7271442797712,
0.13668354147202955,64.48803074510103,
0.13835041392900552,54.15261297682728,
0.1400172863859815,49.33757612946389,
0.14168415884295746,52.17752783941734,
0.14335103129993343,54.68273345978407,
0.1450179037569094,56.82365462465028,
0.14668477621388537,56.66878886222573,
0.14835164867086134,52.871967422336716,
0.1500185211278373,47.79829572171129,
0.15168539358481328,49.12786721197191,
0.15335226604178925,46.271703345830545,
0.15501913849876522,43.78998604802301,
0.1566860109557412,41.483662194128286,
0.15835288341271717,40.06858197081418,
0.16001975586969314,41.486991257728,
0.1616866283266691,42.79159842862594,
0.16335350078364508,42.510763314418575,
0.16502037324062105,38.91447767451648,
0.16668724569759702,31.281071138541815,
0.168354118154573,31.52477794939092,
0.17002099061154896,31.659829811834918,
0.17168786306852493,32.40633027113879,
0.1733547355255009,33.038317788090595,
0.17502160798247687,31.929696927589042,
0.17668848043945284,28.905068602541064,
0.1783553528964288,28.041340039692113,
0.18002222535340476,30.916452370838986,
0.18168909781038073,30.013931578678296,
0.1833559702673567,27.29548854489754,
0.18502284272433267,24.62441745776161,
0.18668971518130864,24.323304606927362,
0.1883565876382846,24.28596365854161,
0.19002346009526058,25.583350240654735,
0.19169033255223655,25.819240035661785,
0.19335720500921252,23.788372955071782,
0.1950240774661885,22.26784797798086,
0.19669094992316447,22.258109188873426,
0.19835782238014044,22.059922744607523,
0.2000246948371164,20.425776554801637,
0.20169156729409238,20.16644124990329,
0.20335843975106835,20.787231745069587,
0.20502531220804432,18.46786284201664,
0.2066921846650203,18.84818922183235,
0.20835905712199626,19.654281554767028,
0.21002592957897223,17.29911525662606,
0.2116928020359482,16.912692975917878,
0.21335967449292417,17.454687499332483,
0.21502654694990014,16.95963881656023,
0.21669341940687611,15.71886820906741,
0.21836029186385209,15.396276952309833,
0.22002716432082806,15.230639667948324,
0.22169403677780403,13.954401094815504,
0.22336090923478,13.021935127577533,
0.22502778169175597,13.420651165960601,
0.22669465414873194,13.18946659939631,
0.2283615266057079,12.09196456614387,
0.23002839906268388,12.393888335202794,
0.23169527151965985,12.815913025011056,
0.23336214397663582,12.059136522359902,
0.2350290164336118,11.632195364356022,
0.23669588889058776,12.116201009502904,
0.23836276134756373,11.077149847839104,
0.2400296338045397,10.902676768446046,
0.24169650626151568,11.50115668962422,
0.24336337871849165,11.286252583254537,
0.24503025117546762,10.691132792669066,
0.2466971236324436,10.551228737466763,
0.24836399608941956,9.5762406233732,
0.2500308685463955,9.438235687920184,
0.2516977410033715,9.823928076082042,
0.25336461346034744,9.756135594413928,
0.25503148591732344,9.543823669963174,
0.2566983583742994,8.755187208516165,
0.2583652308312754,8.567554673787079,
0.2600321032882513,8.378451046299544,
0.2616989757452273,8.460257879917595,
0.26336584820220327,8.483196828950687,
0.26503272065917927,7.519581190791393,
0.2666995931161552,7.026407331241593,
0.2683664655731312,7.258509977926275,
0.27003333803010715,7.2473496665021,
0.27170021048708315,6.8970213836224445,
0.2733670829440591,6.800543739437212,
0.2750339554010351,6.882350057770539,
0.27670082785801103,6.621784673885256,
0.27836770031498703,6.553064593119229,
0.280034572771963,6.057834335124417,
0.281701445228939,5.460389956212281,
0.2833683176859149,5.260644688631514,
0.28503519014289086,5.564483364203766,
0.28670206259986686,5.302052698725474,
0.2883689350568428,5.6172194543363405,
0.2900358075138188,5.80985401517632,
0.29170267997079474,5.507394985552486,
0.29336955242777074,5.295832512528138,
0.2950364248847467,5.406872120788647,
0.2967032973417227,5.204263965338496,
0.2983701697986986,4.743148069968146,
0.3000370422556746,4.367351145230503,
0.30170391471265057,4.179234542720456,
0.30337078716962657,4.42706380924969,
0.3050376596266025,4.2707947975272225,
0.3067045320835785,3.985699250120185,
0.30837140454055445,3.886835217083149,
0.31003827699753045,3.6584953872424455,
0.3117051494545064,3.763395574597219,
0.3133720219114824,3.690532795535803,
0.31503889436845833,3.5844021416451066,
0.31670576682543433,3.299363500553437,
0.3183726392824103,3.2617976924872716,
