Radius [m], PBLH [m]
0.0,409.88470458984375,
1500.0,451.9898152667502,
3000.0,509.5327263788708,
4500.0,515.1028656616825,
6000.0,472.17939084385705,
7500.0,447.56986191689896,
9000.0,451.84531173959834,
10500.0,439.485157130762,
12000.0,421.92841182767665,
13500.0,430.12976921821036,
15000.0,473.8325573132244,
16500.0,571.1456575556385,
18000.0,676.9331606025668,
19500.0,690.4744345779777,
21000.0,716.3200574532649,
22500.0,734.2290964434733,
24000.0,671.6730927669616,
25500.0,646.0574918988706,
27000.0,646.8980422419824,
28500.0,680.0644481293053,
30000.0,683.0818251087314,
31500.0,654.0284146032626,
33000.0,679.6029333240277,
34500.0,702.7722730901711,
36000.0,720.9380563507276,
37500.0,764.7402276566879,
39000.0,808.535126574171,
40500.0,825.6328799875689,
42000.0,823.8377461131157,
43500.0,811.235567829584,
45000.0,829.9022124505013,
46500.0,877.3659948164059,
48000.0,916.9116311827128,
49500.0,936.7105603149681,
51000.0,943.4078140261997,
52500.0,949.2194944201823,
54000.0,970.2505877131076,
55500.0,973.7670303558539,
57000.0,948.3900325962422,
58500.0,922.0225798469904,
60000.0,890.3888377325468,
61500.0,878.7925766582634,
63000.0,878.2544241941608,
64500.0,872.3455672371263,
66000.0,856.1711046313712,
67500.0,843.7052539034211,
69000.0,820.8679367523301,
70500.0,811.1655362280176,
72000.0,795.3898316344614,
73500.0,766.107538567766,
75000.0,739.0300843051072,
76500.0,720.4981958717406,
78000.0,709.707176927132,
79500.0,702.0221276692969,
81000.0,697.657766537809,
82500.0,691.7807903993602,
84000.0,687.8755219314443,
85500.0,686.224152266777,
87000.0,670.4607425452377,
88500.0,651.5381833732753,
90000.0,640.7770368524326,
91500.0,638.2146489061068,
93000.0,633.0105306204493,
94500.0,628.4602498036321,
96000.0,644.1312619518663,
97500.0,662.2724542658477,
99000.0,671.4624761191698,
100500.0,673.0569937503479,
102000.0,687.4299879016747,
103500.0,700.3288139675947,
105000.0,727.086233455086,
106500.0,744.2385909321338,
108000.0,762.8862497645773,
109500.0,788.4327563385651,
111000.0,817.2950074500746,
112500.0,834.4141251796718,
114000.0,849.3959041558912,
