z_i [m], UV at height z_i [m/s]
10.954969217801056,63.81058986409907,
33.39658485069827,73.86364495007778,
56.93085111020986,80.38894038253063,
81.61641308219876,85.31039838495322,
107.51229259860347,88.82388881268854,
134.678461468063,91.2284047591395,
163.17672461928464,92.73100713274805,
193.07143103857015,93.60164565658914,
224.43138875759206,94.03441240226111,
257.32936948909213,94.18314601140315,
291.8411271807171,94.16984521328168,
328.0455602915394,94.05353482893244,
