f_i [Hz], Energy spectrum for w'U_crsstrm' at f_i [m4/s3]
0.00166687245697597,16827.508968202055,
0.00333374491395194,16666.96517777383,
0.0050006173709279105,18239.997890429535,
0.00666748982790388,18602.450726332645,
0.00833436228487985,16171.691583398711,
0.010001234741855821,14441.430553296155,
0.01166810719883179,14419.18369993418,
0.01333497965580776,14472.017039604967,
0.015001852112783732,13355.321651310063,
0.0166687245697597,12834.545549519433,
0.01833559702673567,14431.219475947195,
0.020002469483711642,13042.437595006211,
0.021669341940687613,13155.505434402567,
0.02333621439766358,14484.411417196845,
0.02500308685463955,14907.12010486213,
0.02666995931161552,15368.629933856868,
0.028336831768591492,14522.571707925785,
0.030003704225567463,14106.24475789752,
0.03167057668254343,15058.361188304421,
0.0333374491395194,15015.709519749289,
0.03500432159649537,13690.331594074016,
0.03667119405347134,12661.846617599922,
0.03833806651044731,13547.830430272514,
0.040004938967423284,12753.74823899673,
0.041671811424399255,12339.749074607718,
0.043338683881375226,13029.471051212151,
0.04500555633835119,11984.450785781006,
0.04667242879532716,10252.312246384115,
0.04833930125230313,11683.59204390902,
0.0500061737092791,11359.542623070562,
0.05167304616625507,10731.888568641461,
0.05333991862323104,11402.593911231224,
0.055006791080207014,10993.12392183714,
0.056673663537182985,11321.833201494828,
0.058340535994158955,12624.893894526827,
0.060007408451134926,12484.810315000168,
0.0616742809081109,11631.378362674188,
0.06334115336508686,10474.168532745196,
0.06500802582206283,9931.977801449508,
0.0666748982790388,10402.413079984975,
0.06834177073601477,11427.747630389713,
0.07000864319299074,10415.935146773612,
0.07167551564996671,8840.252336936323,
0.07334238810694269,8691.026208427014,
0.07500926056391866,9243.37875041316,
0.07667613302089463,9622.133213667144,
0.0783430054778706,9570.897035504951,
0.08000987793484657,9259.281461542747,
0.08167675039182254,8016.849092645381,
0.08334362284879851,8229.955420191898,
0.08501049530577448,8734.760677309201,
0.08667736776275045,7911.43692807161,
0.08834424021972642,7988.349631233938,
0.09001111267670238,7989.2425785794885,
0.09167798513367835,7636.871649504346,
0.09334485759065432,8568.657571071857,
0.09501173004763029,8624.741554232218,
0.09667860250460626,7930.572847389248,
0.09834547496158223,7807.452537579609,
0.1000123474185582,7857.3026057810985,
0.10167921987553417,7397.942367461559,
0.10334609233251014,7644.520940823792,
0.10501296478948612,7482.928106802458,
0.10667983724646209,6950.9871618475445,
0.10834670970343806,6657.194135605156,
0.11001358216041403,6620.144260811575,
0.11168045461739,6607.294082456186,
0.11334732707436597,7318.623732290953,
0.11501419953134194,7419.895779630947,
0.11668107198831791,6769.358196144131,
0.11834794444529388,6176.099061858801,
0.12001481690226985,5625.506530979184,
0.12168168935924582,5715.898187101043,
0.1233485618162218,5622.420909946913,
0.12501543427319775,6093.369388731987,
0.12668230673017372,5717.586808128733,
0.1283491791871497,5453.199018946544,
0.13001605164412566,5269.367853709067,
0.13168292410110163,5484.038307450712,
0.1333497965580776,5629.513545968863,
0.13501666901505358,4855.045658394723,
0.13668354147202955,5128.585987893273,
0.13835041392900552,5128.184111893693,
0.1400172863859815,5212.357699451411,
0.14168415884295746,4942.424396656173,
0.14335103129993343,4419.1264792472475,
0.1450179037569094,4259.861568001092,
0.14668477621388537,4897.077481130363,
0.14835164867086134,5017.90475377004,
0.1500185211278373,4788.655772090999,
0.15168539358481328,4750.191631611248,
0.15335226604178925,4604.075300753038,
0.15501913849876522,4553.570933049495,
0.1566860109557412,4701.086405677405,
0.15835288341271717,4149.726008641683,
0.16001975586969314,4084.287760961666,
0.1616866283266691,3687.2068535922654,
0.16335350078364508,3620.92471024782,
0.16502037324062105,3875.9506637535055,
0.16668724569759702,4011.0771475259003,
0.168354118154573,3545.623525436814,
0.17002099061154896,3504.2607629816207,
0.17168786306852493,3712.2621847157566,
0.1733547355255009,3726.898813079083,
0.17502160798247687,3617.865498199557,
0.17668848043945284,3517.0451898100578,
0.1783553528964288,3187.945494887203,
0.18002222535340476,3429.573715335206,
0.18168909781038073,3509.8459824614642,
0.1833559702673567,3522.3976924660938,
0.18502284272433267,3425.2965817224,
0.18668971518130864,3371.7016021108097,
0.1883565876382846,3426.8524621678894,
0.19002346009526058,3323.8299898585988,
0.19169033255223655,3486.724367157555,
0.19335720500921252,3105.0622799597404,
0.1950240774661885,2911.6340134926895,
0.19669094992316447,2867.02322116191,
0.19835782238014044,2775.48318472491,
0.2000246948371164,3014.5290886360535,
0.20169156729409238,2822.8028248032,
0.20335843975106835,2722.1634964978994,
0.20502531220804432,2835.7118253543003,
0.2066921846650203,3010.921352240902,
0.20835905712199626,2780.039676846005,
0.21002592957897223,2527.0268175449232,
0.2116928020359482,2504.355900059369,
0.21335967449292417,2161.9230028987117,
0.21502654694990014,2117.4755221655055,
0.21669341940687611,2339.412337667064,
0.21836029186385209,2420.647138281515,
0.22002716432082806,2621.837581445022,
0.22169403677780403,2341.1127194070064,
0.22336090923478,2050.2778850819986,
0.22502778169175597,2140.1014567149605,
0.22669465414873194,2277.141930733069,
0.2283615266057079,2272.1986150150606,
0.23002839906268388,1907.1809015117328,
0.23169527151965985,1881.7923897538042,
0.23336214397663582,1700.455955818167,
0.2350290164336118,1610.543671672034,
0.23669588889058776,1660.2813441103287,
0.23836276134756373,1742.932520557497,
0.2400296338045397,1909.5884884604968,
0.24169650626151568,1998.1301611936253,
0.24336337871849165,1826.2227635009526,
0.24503025117546762,1608.3547483768602,
0.2466971236324436,1596.631246721098,
0.24836399608941956,1573.5611491799157,
0.2500308685463955,1608.1382933289194,
0.2516977410033715,1650.003426768993,
0.25336461346034744,1620.8779661044653,
0.25503148591732344,1585.4551686486454,
0.2566983583742994,1340.458742592073,
0.2583652308312754,1358.4374628510584,
0.2600321032882513,1491.2799505445496,
0.2616989757452273,1454.8227102795267,
0.26336584820220327,1304.346588048278,
0.26503272065917927,1206.0515918461986,
0.2666995931161552,1342.9749406044386,
0.2683664655731312,1364.0318550189766,
0.27003333803010715,1336.3311244776362,
0.27170021048708315,1184.9560638026883,
0.2733670829440591,1101.3505280433576,
0.2750339554010351,1175.9668221289478,
0.27670082785801103,1186.2693388726886,
0.27836770031498703,1138.785166739476,
0.280034572771963,1101.8571917738839,
0.281701445228939,1154.2609380436058,
0.2833683176859149,1053.9064292763617,
0.28503519014289086,1071.4843593536123,
0.28670206259986686,1169.3727924890893,
0.2883689350568428,1170.8516294675221,
0.2900358075138188,971.9093573823039,
0.29170267997079474,961.6119971222635,
0.29336955242777074,976.5383375007085,
0.2950364248847467,1002.5824415228037,
0.2967032973417227,994.9596432445236,
0.2983701697986986,910.6567915209145,
0.3000370422556746,968.4213079332565,
0.30170391471265057,999.0743028300551,
0.30337078716962657,943.4239564316011,
0.3050376596266025,846.6100666705942,
0.3067045320835785,854.3974166061709,
0.30837140454055445,897.3274071167574,
0.31003827699753045,837.726157391936,
0.3117051494545064,748.8798258418199,
0.3133720219114824,759.793151564625,
0.31503889436845833,752.6552005343499,
0.31670576682543433,775.2754398015506,
0.3183726392824103,759.1229584103229,
