z_i [m], std W at height z_i [m/s]
10.954969217801056,0.38869971370689327,
33.39658485069827,1.1310382608880736,
56.93085111020986,1.785132850997548,
81.61641308219876,2.33086011584722,
107.51229259860347,2.7806777996766727,
134.678461468063,3.159517011283651,
163.17672461928464,3.490210971595952,
193.07143103857015,3.7870828168500146,
224.43138875759206,4.05567758255671,
257.32936948909213,4.296455788826187,
291.8411271807171,4.507980498622305,
328.0455602915394,4.693478890316936,
