z_i [m], std U streamwise at height z_i [m/s]
10.954969217801056,6.1972740617698125,
33.39658485069827,7.479834014431214,
56.93085111020986,8.069368412297884,
81.61641308219876,8.316184890235627,
107.51229259860347,8.261399196632121,
134.678461468063,8.041683038309108,
163.17672461928464,7.799757162700858,
193.07143103857015,7.602173138063058,
224.43138875759206,7.471092648797562,
257.32936948909213,7.412442523290802,
291.8411271807171,7.405781354902088,
328.0455602915394,7.422440921458425,
