z_i [m], std U cross-stream at height z_i [m/s]
10.964909431832687,4.532662665276391,
33.43091612219615,4.967254295326296,
56.99769553088496,5.32953915375434,
81.72282362006331,5.715817178476422,
107.66541440007929,6.03253002319548,
134.88631856042747,6.248902284201056,
163.44865320229175,6.375304647039906,
193.4180768160344,6.457798781515466,
224.86375062061543,6.527376450567083,
257.85795400995295,6.598978701995294,
292.47568852835667,6.648282982826844,
328.7958144597172,6.686933187073747,
