f_i [Hz], Energy spectrum for U_crsstrm' at f_i [m2/s]
0.0016668726806199495,2542.0688653630386,
0.003333745361239899,1947.9302438122902,
0.005000618041859849,1178.2902973719163,
0.006667490722479798,966.8795178900225,
0.008334363403099747,794.1446381438908,
0.010001236083719698,699.2870394796743,
0.011668108764339647,671.3360530494635,
0.013334981444959596,693.4377953837538,
0.015001854125579545,584.0000823693427,
0.016668726806199494,575.6323928475862,
0.018335599486819443,555.614947849071,
0.020002472167439396,524.2799930105276,
0.021669344848059345,471.3017835002428,
0.023336217528679294,478.20874771395466,
0.025003090209299243,464.559325346368,
0.026669962889919192,427.1337762540483,
0.02833683557053914,412.4090993788759,
0.03000370825115909,418.0224271869418,
0.03167058093177904,373.8093832068297,
0.03333745361239899,363.8822330154521,
0.03500432629301894,380.15211805680156,
0.03667119897363889,341.0863965953504,
0.038338071654258836,335.04393528584757,
0.04000494433487879,310.46324460339656,
0.04167181701549874,280.4834207413672,
0.04333868969611869,257.7625315510239,
0.04500556237673864,260.1584412030892,
0.04667243505735859,277.3853544652122,
0.04833930773797854,267.89665173439215,
0.050006180418598487,259.8648414326273,
0.051673053099218436,256.54497139574636,
0.053339925779838385,243.50005604942544,
0.055006798460458334,260.91564659119285,
0.05667367114107828,238.9659504519396,
0.05834054382169823,222.40669989029666,
0.06000741650231818,219.44921391263878,
0.06167428918293813,193.55931384658376,
0.06334116186355808,192.41453816808522,
0.06500803454417803,185.75157375307853,
0.06667490722479798,175.9904996370927,
0.06834177990541793,174.82550766790982,
0.07000865258603788,173.260195780565,
0.07167552526665782,164.21816413827392,
0.07334239794727777,157.42601783108816,
0.07500927062789772,160.7092200034292,
0.07667614330851767,173.1526458059918,
0.07834301598913762,158.54757330175036,
0.08000988866975758,150.82461520775846,
0.08167676135037753,146.27891015515468,
0.08334363403099748,133.4343463719838,
0.08501050671161743,130.58218761263635,
0.08667737939223738,136.080324575121,
0.08834425207285733,130.72569536564149,
0.09001112475347728,122.91112052119612,
0.09167799743409723,120.4406210825875,
0.09334487011471718,103.29756492516076,
0.09501174279533713,106.01781736998494,
0.09667861547595707,110.52273927359894,
0.09834548815657702,103.74082506249627,
0.10001236083719697,96.9993079046517,
0.10167923351781692,93.10475446764409,
0.10334610619843687,83.76462215008767,
0.10501297887905682,82.62831944201538,
0.10667985155967677,82.85966352589078,
0.10834672424029672,79.86844176053945,
0.11001359692091667,78.60814443768324,
0.11168046960153662,79.10201851805685,
0.11334734228215657,75.64107030987607,
0.11501421496277651,75.96413169723631,
0.11668108764339646,70.3766062363495,
0.11834796032401641,71.90547220630326,
0.12001483300463636,69.6553822533886,
0.12168170568525631,64.7611597068445,
0.12334857836587626,63.06366608853036,
0.12501545104649622,56.361356045968016,
0.12668232372711616,56.22839400087927,
0.12834919640773612,62.12366447867822,
0.13001606908835606,57.07629440609204,
0.13168294176897602,52.81044707078993,
0.13334981444959595,49.58593412307942,
0.13501668713021592,46.15178610416094,
0.13668355981083585,47.42611269255734,
0.13835043249145582,45.69373549983112,
0.14001730517207575,42.453058095376925,
0.14168417785269571,42.58229537629138,
0.14335105053331565,40.34794003335924,
0.1450179232139356,38.44265723403034,
0.14668479589455555,34.401709390166985,
0.1483516685751755,34.47262165764051,
0.15001854125579545,35.767149153806415,
0.1516854139364154,33.199559842065206,
0.15335228661703534,32.310795848572226,
0.1550191592976553,28.731106750027713,
0.15668603197827524,29.977147490370317,
0.1583529046588952,30.59605335836907,
0.16001977733951517,28.839039865099274,
0.1616866500201351,27.418898316867104,
0.16335352270075507,26.52949491210873,
0.165020395381375,23.9478347671658,
0.16668726806199496,21.77814423878674,
0.1683541407426149,23.13812088469856,
0.17002101342323486,21.869414940154723,
0.1716878861038548,21.519730945465927,
0.17335475878447476,20.46109794927055,
0.1750216314650947,18.685600663169414,
0.17668850414571466,19.08211007603534,
0.1783553768263346,17.333207452886644,
0.18002224950695456,17.17846639339826,
0.1816891221875745,17.274429837913644,
0.18335599486819446,16.742673805510133,
0.1850228675488144,15.9270068797286,
0.18668974022943435,14.872866876107382,
0.1883566129100543,14.677492893834806,
0.19002348559067425,14.946170088697047,
0.1916903582712942,14.68834199576988,
0.19335723095191415,14.332349053753019,
0.19502410363253408,13.931260965695435,
0.19669097631315405,13.5730102627723,
0.19835784899377398,13.288058216694804,
0.20002472167439395,13.269374130682763,
0.20169159435501388,11.539533538510698,
0.20335846703563384,11.004381768635204,
0.20502533971625378,11.7058030718601,
0.20669221239687374,10.770497454506838,
0.20835908507749368,10.522941060019841,
0.21002595775811364,10.289527620501415,
0.21169283043873358,10.334809055700969,
0.21335970311935354,10.245799828168012,
0.2150265757999735,8.935280612632603,
0.21669344848059344,8.287208617327734,
0.2183603211612134,7.972072189782529,
0.22002719384183334,7.48944369096789,
0.2216940665224533,8.151834129001386,
0.22336093920307323,7.889310102962271,
0.2250278118836932,7.797214631537549,
0.22669468456431313,6.97373786545108,
0.2283615572449331,6.929070596111541,
0.23002842992555303,6.7831017099151385,
0.231695302606173,6.978135595819935,
0.23336217528679293,6.920553441199952,
0.2350290479674129,5.913880956444842,
0.23669592064803283,5.792015430264065,
0.2383627933286528,6.111408621777417,
0.24002966600927272,5.986643966269876,
0.2416965386898927,5.211215219799908,
0.24336341137051262,5.05058370689962,
0.24503028405113259,5.334757545580808,
0.24669715673175252,5.278327643589179,
0.24836402941237248,5.229491046718381,
0.25003090209299245,4.971230619224154,
0.2516977747736124,4.5167004387842615,
0.2533646474542323,4.490768934126581,
0.25503152013485225,4.568252890053565,
0.25669839281547224,4.570923209189169,
0.2583652654960922,4.202585245428153,
0.2600321381767121,3.9496821222932246,
0.26169901085733205,3.811876301799315,
0.26336588353795204,3.6799664108574457,
0.265032756218572,3.6618014706346607,
0.2666996288991919,3.4974162820568524,
0.2683665015798119,3.294823281923309,
0.27003337426043184,3.0585448488491407,
0.27170024694105177,3.292565370523031,
0.2733671196216717,3.2129988999893464,
0.2750339923022917,3.1326374369324017,
0.27670086498291163,2.926931037235573,
0.27836773766353157,2.8028332956749744,
0.2800346103441515,2.815057564851576,
0.2817014830247715,2.7789942797335074,
0.28336835570539143,2.851329414149179,
0.28503522838601136,2.9249615742711574,
0.2867021010666313,2.691511373262023,
0.2883689737472513,2.527184506542799,
0.2900358464278712,2.3669679321780532,
0.29170271910849116,2.2558591849956797,
0.2933695917891111,2.358957636097422,
0.2950364644697311,2.3129555391118943,
0.296703337150351,2.159714544187614,
0.29837020983097096,2.027833512182814,
0.3000370825115909,1.8117711900355842,
0.3017039551922109,1.8346873905283745,
0.3033708278728308,1.905947031136185,
0.30503770055345075,1.834109131307372,
0.3067045732340707,1.7558305691512477,
0.3083714459146907,1.8068407688502803,
0.3100383185953106,1.7280168300689172,
0.31170519127593055,1.5431698740591548,
0.3133720639565505,1.5522445700338232,
0.3150389366371705,1.4706576058893384,
0.3167058093177904,1.3835604832336943,
0.31837268199841035,1.4132009738601525,
