z_i [m], UV at height z_i [m/s]
10.964909431832687,51.14543940312474,
33.43091612219615,59.459071021646444,
56.99769553088496,65.02834741463589,
81.72282362006331,69.27699917576857,
107.66541440007929,72.38520699498565,
134.88631856042747,74.57094625155865,
163.44865320229175,76.01225629541821,
193.4180768160344,76.93052558340426,
224.86375062061543,77.48462999362617,
257.85795400995295,77.7755330464399,
292.47568852835667,77.87903853059709,
328.7958144597172,77.87434827491376,
