Radius [m], PBLH [m]
0.0,388.3920288085937,
1500.0,405.71782807021816,
3000.0,465.10123609205215,
4500.0,475.8554036761696,
6000.0,467.5670786438122,
7500.0,482.8919731588436,
9000.0,457.4280668078082,
10500.0,430.8060575322966,
12000.0,435.2849838944115,
13500.0,420.1564218495751,
15000.0,382.6631174016445,
16500.0,344.1432209335694,
18000.0,347.60719390587803,
19500.0,383.39465985309374,
21000.0,424.18936779122305,
22500.0,453.5589898423297,
24000.0,479.8026023798845,
25500.0,520.9905428493212,
27000.0,539.1664643471036,
28500.0,535.0999844117081,
30000.0,527.2658918353762,
31500.0,546.3494742977692,
33000.0,559.9185809078767,
34500.0,588.5819018766355,
36000.0,631.6869852188236,
37500.0,669.1753947296601,
39000.0,693.8808759993219,
40500.0,719.4516906436517,
42000.0,757.9287905380978,
43500.0,807.289932021092,
45000.0,842.6150976333078,
46500.0,858.2838636984109,
48000.0,847.9824937292072,
49500.0,850.8587507515904,
51000.0,815.7936654422147,
52500.0,780.4671948826476,
54000.0,757.7632393805917,
55500.0,774.1348271406855,
57000.0,778.5660248271492,
58500.0,764.7662969922192,
60000.0,734.1335267677781,
61500.0,706.5968354594717,
63000.0,696.6143748615327,
64500.0,680.0854916405443,
66000.0,669.5138389382025,
67500.0,657.258032731387,
69000.0,657.6897135628611,
70500.0,662.3935033969891,
72000.0,660.2521843196442,
73500.0,662.6472355356401,
75000.0,661.8064806794242,
76500.0,665.2622101170199,
78000.0,667.3641747298614,
79500.0,672.0592868083799,
81000.0,680.291342321777,
82500.0,686.8442435165357,
84000.0,692.9185799103285,
85500.0,697.5425552422021,
87000.0,704.3900975397639,
88500.0,713.4238039187792,
90000.0,721.9232653832111,
91500.0,733.5779470939294,
93000.0,732.453744728141,
94500.0,727.1076954540936,
96000.0,729.1074249519309,
97500.0,734.2467516469443,
99000.0,744.6278416626686,
100500.0,755.7065465558594,
102000.0,755.3595521568694,
103500.0,764.7599195563163,
105000.0,767.7481141957568,
106500.0,776.6909946603823,
108000.0,786.8057786314998,
109500.0,794.8608625683117,
111000.0,803.2220259237946,
112500.0,801.7589554197443,
114000.0,805.6997713523535,
115500.0,802.944029309254,
117000.0,803.0362602085495,
118500.0,800.9704651591491,
120000.0,799.0554932341679,
121500.0,804.3122162825622,
123000.0,803.7821790363312,
124500.0,804.323287403858,
126000.0,801.7476090123627,
127500.0,800.7772035642461,
129000.0,801.7471414899295,
130500.0,809.5044980289676,
132000.0,812.8909002198925,
133500.0,815.203864319452,
135000.0,821.8451168966551,
136500.0,835.3147965723681,
138000.0,842.1717135803691,
139500.0,848.8021057764496,
141000.0,851.2814365058978,
142500.0,855.3711466486369,
144000.0,861.9342996531975,
145500.0,863.6254685796802,
147000.0,854.920310674232,
148500.0,852.935099029793,
150000.0,860.3816581073816,
151500.0,865.4813370216632,
153000.0,874.090070282452,
154500.0,873.7909583104248,
156000.0,876.7632337352184,
157500.0,878.5131891252844,
159000.0,884.3957052881722,
160500.0,884.6687133105092,
162000.0,881.3059077726178,
163500.0,879.6982528985236,
165000.0,872.4836638037885,
166500.0,875.8080693948349,
168000.0,881.0575066572636,
169500.0,884.7209964039175,
171000.0,880.0363520826629,
172500.0,890.8890494538106,
174000.0,897.2782227564236,
175500.0,900.1499671756712,
177000.0,894.5673876428143,
178500.0,900.3864076918719,
180000.0,907.9911018032731,
181500.0,911.0899062533822,
183000.0,917.1967949857634,
184500.0,906.5461263562331,
186000.0,903.141329426147,
187500.0,907.9121619326386,
189000.0,905.0185425457947,
190500.0,902.7556946633117,
192000.0,903.2396112926112,
193500.0,902.144194301535,
195000.0,890.579444785341,
196500.0,879.3959409518636,
198000.0,877.7639377567012,
199500.0,873.2911872349415,
201000.0,874.6749240744405,
202500.0,874.813387764463,
204000.0,872.295558566882,
205500.0,867.161162867972,
207000.0,861.8890308890852,
208500.0,858.617354957664,
210000.0,852.4407446061582,
211500.0,850.4526798470757,
213000.0,849.7759451003002,
214500.0,845.5372135501634,
216000.0,842.3486971535332,
217500.0,840.419278698218,
219000.0,841.0530320724832,
220500.0,835.5387434570264,
222000.0,831.9296389010076,
223500.0,831.0034645529372,
225000.0,832.0637610291025,
226500.0,826.4512993992154,
228000.0,821.0935039060159,
229500.0,817.0094363800123,
231000.0,814.4566102763263,
232500.0,815.6195878075247,
234000.0,811.9550319075753,
235500.0,811.3390329294839,
237000.0,811.6842551671662,
238500.0,813.2938052366962,
240000.0,813.3377415112283,
241500.0,814.780585496191,
243000.0,816.675959043505,
244500.0,817.6679847242158,
246000.0,820.7659475634283,
247500.0,817.3103642105453,
249000.0,817.4090877436913,
250500.0,817.368255963009,
252000.0,813.565461153719,
253500.0,814.8910053525474,
255000.0,815.988274528433,
256500.0,815.1382632556753,
258000.0,814.2565062609948,
259500.0,813.6639712819358,
261000.0,812.0243705395635,
262500.0,815.792407539238,
264000.0,818.9022052158923,
265500.0,821.251817664244,
267000.0,819.6518378758087,
268500.0,817.8028185673965,
270000.0,818.8958279346481,
271500.0,822.099964213177,
273000.0,823.2834780177258,
274500.0,822.6513574282326,
276000.0,825.5963328906987,
277500.0,832.0013181172294,
279000.0,833.6109455017863,
280500.0,837.5867003447971,
282000.0,837.3000759974697,
283500.0,837.1543713485061,
285000.0,836.805093370626,
286500.0,837.7367158121065,
288000.0,842.1059376422385,
289500.0,845.5155929959758,
291000.0,845.823977756238,
292500.0,846.6628944488807,
294000.0,847.5034164832022,
295500.0,841.9801308684957,
297000.0,838.6640306845791,
298500.0,835.050609417652,
300000.0,841.4983851115799,
301500.0,839.8518609548145,
303000.0,840.1445349361223,
304500.0,842.2944329666847,
306000.0,845.8733197699923,
307500.0,848.4412796221253,
309000.0,848.3299675316063,
310500.0,850.8616632593734,
312000.0,853.5712332604265,
313500.0,856.0791801986887,
315000.0,852.2176728043454,
316500.0,852.9361159390552,
