z_i [m], UV at height z_i [m/s]
10.924616209350432,45.639680831470336,
33.308967209350456,52.904945086952374,
56.790878653444636,57.744923046353385,
81.42577146299215,61.380167831151965,
107.27103551623995,63.955127281741014,
134.38673383405512,65.61508480335786,
162.83583028149673,66.50492796521425,
192.68374988277546,66.84631734475695,
223.99954402440954,66.85440429725314,
256.85624089822784,66.69530196139176,
291.330422562007,66.439792335285,
327.50237077303115,66.10707201489308,
