f_i [Hz], Energy spectrum for w'U_strmws' at f_i [m4/s3]
0.0016668730563181092,4886.440037983799,
0.0033337461126362183,5828.300421513081,
0.0050006191689543275,5243.393080985893,
0.006667492225272437,4911.669974406155,
0.008334365281590546,5795.224244157868,
0.010001238337908655,6142.954891284509,
0.011668111394226764,5219.320042811076,
0.013334984450544873,5005.298001147355,
0.015001857506862983,5190.722383770601,
0.01666873056318109,5028.983834054751,
0.0183356036194992,4917.172089183739,
0.02000247667581731,5425.8745005864075,
0.02166934973213542,5621.742277807189,
0.02333622278845353,6345.265037765695,
0.025003095844771638,5026.75165487604,
0.026669968901089747,4277.262425042027,
0.028336841957407856,4471.182171218534,
0.030003715013725965,5079.076177022073,
0.031670588070044074,5230.513575258204,
0.03333746112636218,4627.777970830768,
0.03500433418268029,4274.162659999443,
0.0366712072389984,4452.847551832464,
0.03833808029531651,4533.2734766135545,
0.04000495335163462,4498.721354717153,
0.04167182640795273,4620.645096586081,
0.04333869946427084,4357.970195974474,
0.04500557252058895,3579.884372301964,
0.04667244557690706,3112.192916352398,
0.048339318633225166,2953.5349964862853,
0.050006191689543275,3368.4919837791167,
0.051673064745861384,3126.6623314396666,
0.05333993780217949,2719.2920979487913,
0.0550068108584976,2557.729670578794,
0.05667368391481571,2258.1457799343625,
0.05834055697113382,2237.8128208770186,
0.06000743002745193,2398.0436776607417,
0.06167430308377004,2175.740333516084,
0.06334117614008815,1833.2591634209589,
0.06500804919640626,1822.5661997179827,
0.06667492225272437,2044.422776143728,
0.06834179530904247,2018.6763762427918,
0.07000866836536059,1974.9517349068815,
0.0716755414216787,1642.348701711579,
0.0733424144779968,1727.6177241665416,
0.0750092875343149,1615.0257061659174,
0.07667616059063302,1500.3446697995955,
0.07834303364695114,1494.5074109178083,
0.08000990670326924,1487.0764665647105,
0.08167677975958734,1514.2989730379065,
0.08334365281590546,1532.3182367033264,
0.08501052587222357,1437.9277108528345,
0.08667739892854168,1278.229372549107,
0.08834427198485978,1153.4968274210971,
0.0900111450411779,1101.517490719866,
0.09167801809749601,1105.0271510633745,
0.09334489115381411,1188.967169172754,
0.09501176421013222,1094.1786071430324,
0.09667863726645033,1051.8893386843683,
0.09834551032276845,1100.3487250848546,
0.10001238337908655,1062.2652664589928,
0.10167925643540465,1069.0548865618262,
0.10334612949172277,1106.8380052504278,
0.10501300254804088,986.2708984032222,
0.10667987560435899,822.8667733383097,
0.10834674866067709,707.627928785826,
0.1100136217169952,676.0169478214009,
0.11168049477331332,715.9328813896543,
0.11334736782963142,692.9148323436485,
0.11501424088594953,667.3050589104128,
0.11668111394226764,598.8461803512312,
0.11834798699858576,621.2565366180637,
0.12001486005490386,652.4277329437889,
0.12168173311122196,697.2327669824631,
0.12334860616754008,652.3453656881906,
0.1250154792238582,591.0979778174378,
0.1266823522801763,553.3088954991582,
0.1283492253364944,535.9869269444041,
0.13001609839281253,485.4757283992325,
0.13168297144913063,496.3428393379162,
0.13334984450544873,574.4274720985734,
0.13501671756176684,530.4873207037915,
0.13668359061808494,498.86511116224625,
0.13835046367440307,481.257110162976,
0.14001733673072117,420.14646303298315,
0.14168420978703927,412.01815243125475,
0.1433510828433574,421.8596706907668,
0.1450179558996755,424.8556673304992,
0.1466848289559936,413.9599948868259,
0.1483517020123117,408.4051760446019,
0.1500185750686298,383.0193356130674,
0.15168544812494794,352.5488957960191,
0.15335232118126604,340.62600890102686,
0.15501919423758415,349.8381789046658,
0.15668606729390228,326.1829729462119,
0.15835294035022038,309.0436432588423,
0.16001981340653848,300.5851244571367,
0.16168668646285658,302.12629667402274,
0.16335355951917468,300.7403356905754,
0.16502043257549281,290.6102367031624,
0.16668730563181092,258.2180323984935,
0.16835417868812902,271.7251501647237,
0.17002105174444715,273.6406418594409,
0.17168792480076525,274.2910793732095,
0.17335479785708335,278.75149991595765,
0.17502167091340146,252.01600274638122,
0.17668854396971956,264.2500683818465,
0.1783554170260377,256.98217501839497,
0.1800222900823558,239.87267995201557,
0.1816891631386739,251.0825432635745,
0.18335603619499202,242.90666384254487,
0.18502290925131012,243.0668836673044,
0.18668978230762823,237.49226122122022,
0.18835665536394633,210.03723462531175,
0.19002352842026443,198.37220162683258,
0.19169040147658256,202.70629823457617,
0.19335727453290066,181.2553108148937,
0.19502414758921877,184.53495747249792,
0.1966910206455369,191.8896364576414,
0.198357893701855,172.73806544977535,
0.2000247667581731,166.88245077635295,
0.2016916398144912,180.03166032468883,
0.2033585128708093,167.91725397908982,
0.20502538592712743,150.76749568490092,
0.20669225898344554,153.07040640744708,
0.20835913203976364,138.43718040525263,
0.21002600509608177,136.43751586644305,
0.21169287815239987,137.98491268507615,
0.21335975120871797,131.06359137558394,
0.21502662426503608,128.28577090359013,
0.21669349732135418,127.32137379643328,
0.2183603703776723,118.6883662789588,
0.2200272434339904,112.51313225759314,
0.2216941164903085,108.7776789721106,
0.22336098954662664,120.73703020805189,
0.22502786260294474,119.72596550118396,
0.22669473565926285,116.70769204106314,
0.22836160871558095,112.63855383728294,
0.23002848177189905,99.08327874775867,
0.23169535482821718,111.67637828439341,
0.23336222788453528,111.34739157883108,
0.23502910094085339,95.73660251607846,
0.23669597399717152,90.23452604712837,
0.23836284705348962,79.83261988800074,
0.24002972010980772,82.97138445709207,
0.24169659316612582,82.84407365926064,
0.24336346622244392,89.71895785603203,
0.24503033927876205,84.36165433823736,
0.24669721233508016,77.94507455361602,
0.24836408539139826,76.42945681309872,
0.2500309584477164,68.20518290371118,
0.25169783150403446,71.63992110533776,
0.2533647045603526,65.9502020222038,
0.2550315776166707,61.276669753144255,
0.2566984506729888,69.4300040340195,
0.25836532372930693,63.67003461944139,
0.26003219678562506,63.51401969326358,
0.26169906984194313,68.17383365672104,
