z_i [m], std UV at height z_i [m/s]
10.924616209350432,4.177741423009088,
33.308967209350456,4.8699357955446825,
56.790878653444636,5.183996245128925,
81.42577146299215,5.295500266248544,
107.27103551623995,5.234215384132946,
134.38673383405512,5.042242731479053,
162.83583028149673,4.803220797444891,
192.68374988277546,4.608540803437592,
223.99954402440954,4.485856483345844,
256.85624089822784,4.371957366682005,
291.330422562007,4.2606485909147045,
327.50237077303115,4.165049470520812,
