z_i [m], std U streamwise at height z_i [m/s]
10.924616209350432,3.963814779457912,
33.308967209350456,4.8503929806926145,
56.790878653444636,5.329843911983159,
81.42577146299215,5.506917446438138,
107.27103551623995,5.412826296707302,
134.38673383405512,5.142303707858546,
162.83583028149673,4.832607861495156,
192.68374988277546,4.593732874945668,
223.99954402440954,4.44922145819309,
256.85624089822784,4.333322508876208,
291.330422562007,4.237930034398789,
327.50237077303115,4.165625199374713,
