z_i [m], std U cross-stream at height z_i [m/s]
10.784798869708037,3.610590725211277,
32.88407940875925,3.712840706884923,
56.06937394817523,3.885531212560781,
80.39488092171518,4.313706183381754,
105.91677096587628,4.752717293076656,
132.6939399254567,5.040862215436398,
160.78858378083902,5.181458902521058,
190.26557664105775,5.210678399979653,
221.19331675866576,5.188817870117228,
253.6436746371337,5.133379910693911,
287.69200488366937,5.05495212045103,
323.4168127487218,4.953957706467886,
