z_i [m], std U streamwise at height z_i [m/s]
10.784798869708037,3.717809237627467,
32.88407940875925,4.605106639665711,
56.06937394817523,5.120736332710134,
80.39488092171518,5.31172241394732,
105.91677096587628,5.209959095594302,
132.6939399254567,4.924558105092282,
160.78858378083902,4.596270555213679,
190.26557664105775,4.319428224319171,
221.19331675866576,4.146701208706762,
253.6436746371337,4.024041104117061,
287.69200488366937,3.9343386581096786,
323.4168127487218,3.8450022057410504,
