z_i [m], std UV at height z_i [m/s]
10.784798869708037,3.9597495082993905,
32.88407940875925,4.654228516929426,
56.06937394817523,4.99933630758953,
80.39488092171518,5.113361872846763,
105.91677096587628,5.032878367484738,
132.6939399254567,4.816142758934835,
160.78858378083902,4.554755296690901,
190.26557664105775,4.320769725282791,
221.19331675866576,4.167922556472327,
253.6436746371337,4.049656390360807,
287.69200488366937,3.9527919683878596,
323.4168127487218,3.8431214617985163,
