z_i [m], std W at height z_i [m/s]
10.784798869708037,0.227689095834574,
32.88407940875925,0.6649598218445313,
56.06937394817523,1.0502333293042507,
80.39488092171518,1.3644626119869656,
105.91677096587628,1.6137921079126682,
132.6939399254567,1.8180555401379985,
160.78858378083902,1.997010851984788,
190.26557664105775,2.1623321560748736,
221.19331675866576,2.3148716343697373,
253.6436746371337,2.449680746631304,
287.69200488366937,2.5614855503073297,
323.4168127487218,2.644559178219547,
