f_i [Hz], Energy spectrum for w'U_crsstrm' at f_i [m4/s3]
0.0016668701467795369,1842.2193925408274,
0.0033337402935590737,2450.8911507022917,
0.00500061044033861,2527.909877342618,
0.0066674805871181474,2497.34238385659,
0.008334350733897685,2439.0609705019574,
0.01000122088067722,2293.4027994822573,
0.011668091027456758,2171.8856448215392,
0.013334961174236295,1946.7032568464085,
0.015001831321015832,2201.985282107037,
0.01666870146779537,2311.3470669541293,
0.018335571614574907,2022.9351365401542,
0.02000244176135444,1919.639937029621,
0.021669311908133978,2022.7043565374147,
0.023336182054913515,1967.7553886282687,
0.025003052201693052,2141.200308649991,
0.02666992234847259,2027.3514926099801,
0.028336792495252127,1956.6774215332402,
0.030003662642031664,2052.0871457817625,
0.0316705327888112,1821.0116738810798,
0.03333740293559074,1767.234700555744,
0.03500427308237027,1811.7314915174657,
0.036671143229149814,1858.5235325748085,
0.03833801337592935,1776.1582076574498,
0.04000488352270888,1720.0814784634688,
0.04167175366948842,1558.9214159497246,
0.043338623816267956,1581.4754932260846,
0.045005493963047496,1656.802167728114,
0.04667236410982703,1540.5066119469798,
0.04833923425660657,1508.7049434104208,
0.050006104403386105,1438.5698048586091,
0.051672974550165646,1437.5579239058156,
0.05333984469694518,1260.5898134552906,
0.05500671484372471,1376.930534900362,
0.056673584990504254,1380.6908779718033,
0.05834045513728379,1358.820348877219,
0.06000732528406333,1211.6668762609559,
0.06167419543084286,1019.0165705373272,
0.0633410655776224,1062.8110148058543,
0.06500793572440194,1063.6878945480698,
0.06667480587118148,1067.3444136443682,
0.06834167601796101,1119.5038960494387,
0.07000854616474055,1016.6092275109814,
0.07167541631152008,1004.6156024415629,
0.07334228645829963,915.5359670294944,
0.07500915660507916,941.3620732408863,
0.0766760267518587,908.6400018467127,
0.07834289689863823,863.1441932993731,
0.08000976704541776,805.9915163454158,
0.08167663719219731,842.7129133413483,
0.08334350733897684,820.9615290042174,
0.08501037748575638,755.4206907127094,
0.08667724763253591,754.6107695242259,
0.08834411777931546,736.7092099061965,
0.09001098792609499,739.9233444813306,
0.09167785807287453,651.6725729018384,
0.09334472821965406,666.0647150719682,
0.0950115983664336,735.5084627927662,
0.09667846851321314,700.9797925956132,
0.09834533865999268,648.5115130378914,
0.10001220880677221,600.6229364102074,
0.10167907895355174,529.3003713424961,
0.10334594910033129,510.00010892677403,
0.10501281924711083,543.5644664895666,
0.10667968939389036,529.8079619391002,
0.10834655954066989,517.1916840586664,
0.11001342968744943,524.387635372799,
0.11168029983422897,488.6203534821133,
0.11334716998100851,450.35734707473983,
0.11501404012778804,449.3253097103199,
0.11668091027456758,450.00038017540453,
0.11834778042134712,453.56440227304495,
0.12001465056812666,450.177632927871,
0.12168152071490619,393.7808741152306,
0.12334839086168572,384.2543775694673,
0.12501526100846527,377.0566067642946,
0.1266821311552448,357.5345297999762,
0.12834900130202434,352.7228464570838,
0.1300158714488039,324.85796296493356,
0.1316827415955834,324.6834456882613,
0.13334961174236296,327.31861209464876,
0.13501648188914248,293.8987344986318,
0.13668335203592202,316.43881947141153,
0.13835022218270157,300.86628214538194,
0.1400170923294811,274.38022417871036,
0.14168396247626064,284.97654543960005,
0.14335083262304016,276.22309465450473,
0.1450177027698197,258.7084478089795,
0.14668457291659925,272.21444766064656,
0.14835144306337877,287.75710360822364,
0.15001831321015832,269.1931080164062,
0.15168518335693784,233.07919633895415,
0.1533520535037174,222.72540894030126,
0.15501892365049694,213.49211462736432,
0.15668579379727646,215.25587392963507,
0.158352663944056,208.2488455019767,
0.16001953409083552,204.8632837778965,
0.16168640423761507,206.91260199183952,
0.16335327438439462,213.6397642072818,
0.16502014453117414,199.47341377287287,
0.1666870146779537,186.9907549323169,
0.16835388482473324,185.1197180696639,
0.17002075497151276,176.84933412104593,
0.1716876251182923,163.89572109502592,
0.17335449526507182,142.48226602247564,
0.17502136541185137,144.64263618872187,
0.17668823555863092,148.83276457152968,
0.17835510570541044,150.47777284847228,
0.18002197585218999,151.85615883557912,
0.1816888459989695,139.12809298700785,
0.18335571614574905,144.63873267076121,
0.1850225862925286,142.25463959723115,
0.18668945643930812,146.0909574651139,
0.18835632658608767,140.706701133659,
0.1900231967328672,122.54272637726021,
0.19169006687964674,115.53826702342873,
0.19335693702642628,113.58881765202706,
0.1950238071732058,109.0187667310512,
0.19669067731998535,113.0752905073138,
0.1983575474667649,105.82784382597998,
0.20002441761354442,106.8989305383746,
0.20169128776032397,97.41680063717388,
0.2033581579071035,93.98644342152168,
0.20502502805388303,102.67223285689758,
0.20669189820066258,103.56958002657294,
0.2083587683474421,92.29777680088024,
0.21002563849422165,83.91346434018106,
0.21169250864100117,83.63103623791648,
0.21335937878778072,86.16160724161784,
0.21502624893456027,77.9486725060376,
0.21669311908133979,76.58902085783127,
0.21835998922811933,72.51861964095998,
0.22002685937489885,71.52548356511639,
0.2216937295216784,71.86102015104882,
0.22336059966845795,68.89637415518497,
0.22502746981523747,63.885554192865186,
0.22669433996201702,65.19615136440873,
0.22836121010879654,68.11288851735716,
0.23002808025557608,62.61723675789544,
0.23169495040235563,51.31959645474413,
0.23336182054913515,55.06441583264812,
0.2350286906959147,54.22920323215823,
0.23669556084269425,53.54809906425471,
0.23836243098947377,55.02107298536866,
0.24002930113625331,47.25148446939899,
0.24169617128303283,41.32199648576123,
0.24336304142981238,40.597699227416065,
0.24502991157659193,42.0239735404437,
0.24669678172337145,38.63034210090423,
0.248363651870151,39.19342199330099,
0.25003052201693055,37.10108959379465,
0.25169739216371007,39.02299820340781,
0.2533642623104896,40.47711471740961,
0.25503113245726916,38.98048070393568,
0.2566980026040487,38.30056354841089,
0.2583648727508282,36.35190680579442,
0.2600317428976078,33.7130435984566,
0.2616986130443873,32.80355228787028,
0.2633654831911668,31.871940443456225,
0.26503235333794634,31.7381955334974,
0.2666992234847259,32.20164120287433,
0.26836609363150543,32.42836436866748,
0.27003296377828495,28.312225399332743,
0.2716998339250645,26.555341056861753,
0.27336670407184405,25.337382692062825,
0.27503357421862357,26.5390347079099,
0.27670044436540314,25.36444539243523,
0.27836731451218266,23.070969811784543,
0.2800341846589622,21.62177437821427,
0.2817010548057417,22.746843375220497,
0.2833679249525213,19.831011130937895,
0.2850347950993008,18.293464468840348,
0.2867016652460803,18.74402491470615,
0.2883685353928599,19.131018488101887,
0.2900354055396394,19.50827833288537,
0.29170227568641893,18.446705531271686,
0.2933691458331985,17.202984532838908,
0.29503601597997803,16.92254193109173,
0.29670288612675755,16.06169923350797,
0.2983697562735371,15.699963183259712,
0.30003662642031664,15.49184900919671,
0.30170349656709616,14.390469578334017,
0.3033703667138757,12.258330291053683,
0.30503723686065526,11.436459576203102,
0.3067041070074348,12.836977953954353,
0.3083709771542143,13.080340463318677,
0.3100378473009939,12.052673671444275,
0.3117047174477734,11.768120380881767,
0.3133715875945529,11.25748859841185,
0.3150384577413325,11.60067776311599,
0.316705327888112,10.934320064709127,
0.31837219803489153,10.209084798634091,
