z_i [m], U at height z_i [m/s]
10.784798869708037,41.31537382738767,
32.88407940875925,47.86171219914513,
56.06937394817523,52.19870076549633,
80.39488092171518,55.46905493993318,
105.91677096587628,57.77485052926169,
132.6939399254567,59.24910509849721,
160.78858378083902,60.008161216045856,
190.26557664105775,60.26287207355628,
221.19331675866576,60.19046125372457,
253.6436746371337,59.93417779459988,
287.69200488366937,59.55219345589,
323.4168127487218,59.09819597966399,
