f_i [Hz], Energy spectrum for w'U_strmws' at f_i [m4/s3]
0.0016668701467795369,3022.930994465672,
0.0033337402935590737,3494.3345833116086,
0.00500061044033861,3354.7251379937866,
0.0066674805871181474,3269.37131344303,
0.008334350733897685,3265.2076149907703,
0.01000122088067722,3337.9992095412176,
0.011668091027456758,3320.1857095117584,
0.013334961174236295,3343.297360385657,
0.015001831321015832,3286.751923817925,
0.01666870146779537,3502.647850102103,
0.018335571614574907,3399.610646167916,
0.02000244176135444,3244.8405890656422,
0.021669311908133978,3167.8127983118243,
0.023336182054913515,2738.2772699704806,
0.025003052201693052,2783.9364006183123,
0.02666992234847259,3120.6279913630483,
0.028336792495252127,3050.848404691801,
0.030003662642031664,2588.2790284970088,
0.0316705327888112,2446.7158310756295,
0.03333740293559074,2660.626667516275,
0.03500427308237027,2575.4706349352546,
0.036671143229149814,2383.9438650994225,
0.03833801337592935,2434.7592539051184,
0.04000488352270888,2494.030335080774,
0.04167175366948842,2112.0331554129843,
0.043338623816267956,2018.3041888638413,
0.045005493963047496,1993.256046569541,
0.04667236410982703,1868.1526650938229,
0.04833923425660657,1853.6263298756999,
0.050006104403386105,1987.9773826336314,
0.051672974550165646,1729.3569910010735,
0.05333984469694518,1468.8620274943091,
0.05500671484372471,1511.1156654520457,
0.056673584990504254,1454.80232888624,
0.05834045513728379,1453.4093947922136,
0.06000732528406333,1488.2032225647458,
0.06167419543084286,1352.616062375594,
0.0633410655776224,1102.8037001298442,
0.06500793572440194,1057.4753161249896,
0.06667480587118148,1141.886139007595,
0.06834167601796101,1162.9089077549254,
0.07000854616474055,1119.1789018521276,
0.07167541631152008,992.0863431847453,
0.07334228645829963,916.9118448387252,
0.07500915660507916,875.6144102762662,
0.0766760267518587,879.1447600683421,
0.07834289689863823,886.5135922782954,
0.08000976704541776,800.8756336105498,
0.08167663719219731,838.1276693789347,
0.08334350733897684,823.9859897561875,
0.08501037748575638,754.4201556072558,
0.08667724763253591,694.8355159434809,
0.08834411777931546,711.1301242413836,
0.09001098792609499,617.1074012289207,
0.09167785807287453,607.0682993507073,
0.09334472821965406,540.462196786173,
0.0950115983664336,543.5422323379507,
0.09667846851321314,532.2305988170586,
0.09834533865999268,533.7396920054492,
0.10001220880677221,553.7224440413693,
0.10167907895355174,520.6192331092855,
0.10334594910033129,458.62437435655977,
0.10501281924711083,454.0226122325792,
0.10667968939389036,439.42009425115566,
0.10834655954066989,449.62216032498475,
0.11001342968744943,434.5732394764819,
0.11168029983422897,410.92186741419357,
0.11334716998100851,380.0723639529118,
0.11501404012778804,335.9947309408373,
0.11668091027456758,343.50654015324943,
0.11834778042134712,371.52277418318954,
0.12001465056812666,364.8338164413348,
0.12168152071490619,308.7020452789925,
0.12334839086168572,282.9247076081319,
0.12501526100846527,266.1640931740653,
0.1266821311552448,268.42473831693036,
0.12834900130202434,261.5474330965449,
0.1300158714488039,261.5123845738792,
0.1316827415955834,252.86338892983397,
0.13334961174236296,266.53093401358484,
0.13501648188914248,254.38875260583714,
0.13668335203592202,225.6912510005756,
0.13835022218270157,215.23399057650784,
0.1400170923294811,217.11376919443182,
0.14168396247626064,216.89272120991666,
0.14335083262304016,206.90815105055808,
0.1450177027698197,195.67847062125207,
0.14668457291659925,196.85040558848627,
0.14835144306337877,193.88324657042108,
0.15001831321015832,187.29362456868105,
0.15168518335693784,163.75856462070595,
