z_i [m], std UV at height z_i [m/s]
10.71584720184333,2.4104890666273353,
32.67243309562201,2.9807273563354886,
55.70510086394019,3.254287767751711,
79.86750128640574,3.3452584911683436,
105.21552774389451,3.2917974728269264,
131.80778846612952,3.1575280027914214,
159.7056884862902,3.0145833218342726,
188.97321724216545,2.908288274713958,
219.6789729216597,2.8406830619002488,
251.8952548629037,2.787522506065313,
285.69697864827253,2.75275226278013,
321.16344016970015,2.719427670715439,
