f_i [Hz], Energy spectrum for U_strmws' at f_i [m2/s]
0.0016668685729220474,545.951305640895,
0.003333737145844095,545.6072650980806,
0.005000605718766142,499.6186352878116,
0.00666747429168819,441.9959225500339,
0.008334342864610237,399.9745803114863,
0.010001211437532284,334.0263222500817,
0.011668080010454333,300.6966786508343,
0.01333494858337638,270.0354467735437,
0.015001817156298426,213.0067381425743,
0.016668685729220475,218.04173910140906,
0.018335554302142523,176.10383731225744,
0.02000242287506457,136.59363878551463,
0.021669291447986617,144.33255211487491,
0.023336160020908665,126.2646011022618,
0.02500302859383071,112.57448957054129,
0.02666989716675276,102.08944190796633,
0.028336765739674807,87.20185807355406,
0.030003634312596852,78.67612886359889,
0.031670502885518904,84.15765591348529,
0.03333737145844095,72.93751670478703,
0.035004240031362995,70.72405035446464,
0.036671108604285046,70.43795852536233,
0.03833797717720709,61.95984988478193,
0.04000484575012914,59.17013749289621,
0.04167171432305119,49.70589584077375,
0.043338582895973234,46.38649190913434,
0.04500545146889528,46.08861292873031,
0.04667232004181733,43.05916190839447,
0.048339188614739376,40.47519381582093,
0.05000605718766142,36.37744989217791,
0.05167292576058347,33.322957695430105,
0.05333979433350552,30.79741614264981,
0.05500666290642756,26.855305195772388,
0.056673531479349615,25.996049355390895,
0.05834040005227166,25.6476029374109,
0.060007268625193705,25.73376511279096,
0.06167413719811576,23.368195243464648,
0.06334100577103781,23.931141995403443,
0.06500787434395985,21.80209159733607,
0.0666747429168819,19.91740989894077,
0.06834161148980394,19.43507051764428,
0.07000848006272599,21.1174476858575,
0.07167534863564803,18.63506901126998,
0.07334221720857009,16.28828933429896,
0.07500908578149214,15.643913837399909,
0.07667595435441418,13.970744637879152,
0.07834282292733623,12.742245941037995,
0.08000969150025827,12.272360532094613,
0.08167656007318032,12.908355961341622,
0.08334342864610238,10.97026328113203,
0.08501029721902442,10.344319511762492,
0.08667716579194647,10.176737308943409,
0.08834403436486851,8.82818094108836,
0.09001090293779056,7.674239043532823,
0.0916777715107126,7.734679149315782,
0.09334464008363466,6.713845227268137,
0.0950115086565567,6.298031859851551,
0.09667837722947875,6.857552061317705,
0.0983452458024008,6.165508170571049,
0.10001211437532284,6.159455310018908,
0.10167898294824489,5.890977398160788,
0.10334585152116695,5.004458055211875,
0.10501272009408899,5.295332664420281,
0.10667958866701104,5.088942535830478,
