z_i [m], UV at height z_i [m/s]
10.71584720184333,30.821035585104706,
32.67243309562201,35.721185840103495,
55.70510086394019,39.03641311730004,
79.86750128640574,41.542997789969895,
105.21552774389451,43.31993764011049,
131.80778846612952,44.48953981974959,
159.7056884862902,45.172644976599855,
188.97321724216545,45.527000245501526,
219.6789729216597,45.665494896037416,
251.8952548629037,45.672035415106805,
285.69697864827253,45.59383384153539,
321.16344016970015,45.4570802943587,
