Time since start [s], center_x [m], center_y [m]
0.0,43055.589389801025,45250.03555870056,
600.0,47000.036933898926,45944.48054885864,
1200.0,42472.25559806824,44000.034576416016,
1800.0,43666.70098114014,42250.03320121765,
2400.0,41555.58821105957,40805.58762168884,
3000.0,44277.81257247925,42194.477602005005,
3600.0,43166.70058822632,42361.144399642944,
4200.0,40972.25441932678,40861.14322090149,
4800.0,39333.36424255371,40972.25441932678,
